text,source,annotator_1_label_x,annotator_2_label_x,annotator_3_label_x,annotator_4_label_x,annotator_5_label_x,annotator_1_label_y,annotator_2_label_y,annotator_3_label_y,annotator_4_label_y,annotator_5_label_y,annotator_1_label,annotator_2_label,annotator_3_label,annotator_4_label,annotator_5_label,OAG,NAG,CAG
RT @elchavaloko: I can see moose rockin himself back n forth in a corner of n empty room with his faggot hair all in his face sayin 2 himse&#8230;,DavidsonOFF,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,DavidsonHS,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,
bitch said best way to get over a man is to get under another one!!! smh dats ah hoe for u,DavidsonOFF,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;",DavidsonOFF,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,
"""

 Vandal IP 

Apologies. I'm a bit of a newbie here on some fundamentals of Wikipedia; how do I report? And no offense or anything, but you should try to archive soon. Thanks for your help! Triple M """,Toxkaggle,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,
1 loyal girl &gt; 1OO hoes,DavidsonOFF,,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,,,
@suchy_monster you make me feel all warm and fuzzy inside &#128522; #youCANsitwithus,DavidsonHS,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,
@Meshia_Tweets oh bitch you toooo far!,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"""

""""...complex, archaic, convoluted legal language."""" Haha. Will you ever stop making excuses. If you want complex, archaic, convoluted try reading the constantly updated usc. 861. As for making those remarks about Supreme Court cases you are out of line. Wouldn't it be great if wikipedia didn't have biased editors like yourself trying to silence every factual comment. Imagine how great Wikipedia could be.""",Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"DeeDee, Patrick, Ed, Sheen, Timmy's Dad, Beavis &amp; Butthead, Peter Griffin. This is just a list of SOME mentally retarded cartoon characters.",DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Ban Life time,Trac1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
"RT @TayTheBADDIE: Never discuss cheese with a rat , talk bread with a bird , or make moves with a snake &#128175;&#128076;",DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"First, let every village and township has at least 6 toilets.",Trac1,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,1.0,
Karma sure is a bitch. Lol,DavidsonOFF,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,
Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,
"Be nice and don't be a dick, or I will kick your ass.",Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Terrorist right . How com pak get into indian border to install a trap? All are false allegations from BSF (tale aik hath sa nahe bajtee),Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,
"""

I'm not really satisifed with the language either.  An editor recently reverted with a summary of:  """"one of the most ridiculous edits i've ever seen. stop trying to push POV on wikipedia"""".  I think calling the rape of a 14 year old girl by a powerful politician an affair is just as POV and ridiculous.  """,Toxkaggle,,,,,,1.0,1.0,0.0,0.0,0.0,,,,,,,,
"""I recommend someone upload a picture of the shaped 7"""" picture disc, and/or a clip from the bizarre video.  This is a noteworthy enough song to warrant a more accurate pic.   """,Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Someone please bring me Goldfish crackers,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,
@selina_dabbagh the song? About pollo hermanos and Heisenberg?,DavidsonHS,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
#Yankees got beaten by a thug,DavidsonHS,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
RT @natal_mendoz: Whore slut cunt bitch nigga,DavidsonHS,,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,,,
FUCK YOU FUCK YOU FUCK YOUa,Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
And thwse are the guys who used to have mile long queues in their country for bread and potato,Trac1,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,1.0
"Yeah, for your information I happen to be a human being, not an IP number. Yeah, so any attempt to salavage this conversation has been ended by your comment. Fuck off, kay?",Toxkaggle,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,
@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Women who are feminist are the ugly bitches who cant find a man for themselves,DavidsonHS,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,,
"""

 my apologies 

Hello Anne, I left a correction over on the WP:RETENTION talkpage, but I wanted to say my sorry here as well.  

""""I wish to protest the role that 74 appears to be assigning to me here... Following another editor around and cleaning up his or her (deliberately left) messes would be boring""""  

I did not mean to speak of you now, I was specifically thinking of Anne Delong in December 2012.  Although not yet replied on the talkpage, I'm currently reading through your first 500 edits, which make sense given your paragraphs in the Anne Phenomenon section.  

I absolutely disagree when you say following editors around and fixing their messes is boring.  You worked on your own Opera article... and while it was waiting in the queue... made 15 grammar-nazi sniper-fixes to other articles in the queue.  This was 2012-12-26 that I'm thinking of.  You came back to wikipedia, every hour, for hours and hours.  *That* is where you got addicted to wikipedia.  *That* is why you still help out at AfC.  In my oh-so-not-humble opinion, that day is the keystone which explains the Anne Delong Phenomenon.  

I want to re-create that day.  Help me phrase my explanation on the WP:RETENTION talkpage, so that I capture what it is that brought you to love wikipedia.  Hope this clarifies, and apologies for mischaracterizing your contributions now, when I should have been clear I was thinking of you back when you were just starting out.  74.192.84.101  """,Toxkaggle,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,,,,
Graham crackers and hazelnut coffee are my fave &#128152;&#9786;&#65039;,DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",DavidsonOFF,,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,
This is true colors of bjp to divide in the name of religion and rule the country what British has done,Trac1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
@brandynasty bitch nigga dont get all but hurt,DavidsonOFF,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,
Narendra is his boss,Trac1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,
"What exactly did I spell wrong? Maybe you should go work on the homosexual article, you obviously have alot of experience in that department.",Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"TCS Q3; Rupee Revenue up 1.5% at Rs 29,735 cr vs estimates of Rs 29,577 cr",Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,
"Ah! I'll see if I can maybe dig something up before the vultures descend again. Just out of interest, why is someone on the other side of the planet interested in the Rochdale Observer?  Fatuorum",Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"RT @LorenaSGonzalez: I am a California State Assemblywoman, but remain a proud @Teamsters #unionmember -- celebrating #LaborDay weekend ho&#8230;",DavidsonOFF,,,,,,0.0,1.0,0.0,1.0,1.0,,,,,,,,
"Hi Qwyrxian,
I got this message from you earlier:
Please refrain from making unconstructive edits to Wikipedia, as you did at Nando's. Your edits appear to constitute vandalism and have been reverted or removed. If you would like to experiment, please use the sandbox. Thank you. Starting at level 2 warning, because I believe you are the same editor as the IP address that was adding the exact same links despite being warned that it is against policy. Qwyrxian (talk) 

The links in question have been on the Nando's wiki page for almost a year now so I do not understand why they are now being considered a problem given that thousands of people probably view this page a day and none have addressed this previously? Please advise. All the links I (re)added to the wiki page provide information that I feel Nando's customers will value and are directly related to the article; in no way constituting vandalism.
Thanks",Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"hi 
i feel like i under attack by all editor everywhere. every change i make get revert or be delete or contest even when it be truth. why so many editor not see that many article lace with untruth or misinformation? all i try to do is try correct errors but nobody want to know the truth (  even when source present, it not accept. i grow tired of this. sometime feel like giving up.",Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
RT @kj_feliciano: @vivalamarley yea dem hoes crazy,DavidsonOFF,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,
"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 http://t.co/aaMJhHOW7y",DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,DavidsonHS,,,,,,0.0,0.0,0.0,1.0,1.0,,,,,,,,
RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!,DavidsonHS,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,
jig levitating for lousiville,DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
""":::::: Pecher, can you please explain your comment above as well. When did I """"keep pushing it into this article""""?? When you removed the section from the article, did I revert you? I brought the issue here to the talk page and DID wait for you to comment (thought everybody else except you made commentes on it and accepted having the section).  

""",Toxkaggle,,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,,,
RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.,DavidsonHS,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,
I see ya big Boi in the Oreo V's,DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"Organizations 

All the Organizations in this article are communist terrorist groups, is there any particular reason why they are in this article?",Toxkaggle,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,
"Hi anuj, MSS coming into picture, the liquidity has been Stabilised, What if rate cut doesn't happen??? How wil marlets react???",Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,
That was a solid investment of 15 mins. Cue up Frank. Yankees. Wow.,DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"What do you think? 
We had a discussion here and you voiced your opinion. Could you please look at the arguments again and tell what you think at the article talk page? Do you really agree with this version? It was not version you commented about. Thanks,",Toxkaggle,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,
"""

What is """"unbiased""""? The new perspective simply makes much more sense, no matter how you put it. I think this article is pretty NPOV/""",Toxkaggle,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
He should be transported to Afghanistan,Trac1,,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,,,1.0
Needs to be severely taught public manners,Trac1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,,
"RT @SalomaeSadiqa: It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime",DavidsonHS,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,
"RT @Tiqqz: @ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible",DavidsonHS,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,
What was he doing for so many days??? People now don't trust any political party and / or a person.,Trac1,,,,,,0.0,1.0,1.0,1.0,0.0,,,,,,,1.0,
Totaly cheap publicity because hee is frusted lack of work,Trac1,,,,,,0.0,1.0,1.0,1.0,0.0,,,,,,1.0,,
"That's the tragedy with human nature...
It tends to imitate rather than introspect or innovate #PFact",Trac1,,,,,,1.0,1.0,1.0,0.0,0.0,,,,,,,1.0,
Gay ass nigga &#128514;&#128514; bitch you thought you thought,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
He may become Sports Minister or if Modites remain in power may be after 2 decades he may also become President of India,Trac1,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,
@ISpeakESPINAL i love seing new ones cause i save them and then youse them bitches lmfao,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.,DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,
"First ever Indian prime minister in Indian history who's thinking about Indian nd india 

You are genius sir",Trac1,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,
"&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld",DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,
@BjwalkinRIVERS bro that hoe live,DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
How many niggers does it take to change a light bulb???,Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up,DavidsonHS,,,,,,0.0,0.0,1.0,1.0,1.0,,,,,,,,
I'm not down to be a side bitch tho &#128075;,DavidsonOFF,,,,,,1.0,0.0,1.0,1.0,0.0,,,,,,,,
"Uh, no... it would be a blatant BLP violation at least, and that carries with it inherent legal complications. Even if it doesn't violate the law, which I doubt anyone here knows for sure, using the wrong name and pronouns would violate the BLP policy, which is held above practically everything else on this site.",Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Surgical strike by Pakistan and we do surgical strike through media! Long live Modi diplomacy!  #SaveIndia,Trac1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,
"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin",DavidsonHS,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
"StraussElite 

I had trouble translating some of the sentences from the Hebrew article about StraussElite to the English one. Could you help me out?",Toxkaggle,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,
Me and my bitch http://t.co/AsYjv2K4Tt,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Now infuriated Jihadis are putting out murder requests on #Saudi fighter pilots who participated in the bombings in #Syria #ISIS,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
I hope Charlie brought the lube for this test...,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
U SUCK REALY HUDGE COCK!,Toxkaggle,,,,,,1.0,1.0,1.0,0.0,0.0,,,,,,,,
@LifeAsKing Naw... I'm trash... Keep ya pity hugs...&#128530;&#128133;,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,
"Disappointed with Sambit for letting Khera speak non sense, he should be exposing openly. Y BJP is defendant against this corrupt parties",Trac1,,,,,,1.0,0.0,0.0,1.0,0.0,,,,,,1.0,,
I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,DavidsonHS,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,
"subsidies should be given to PV module manufacturing companies and R&D companies in solar , energy efficient production system.",Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,
@RavenPeltier_ @Jesuslovinj @_B_R_Y_C_E_ still a bitch though,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Try to enjoy Azaan or shift smwhere else bt Azaan cannt b stopped.,Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0
"Yes Riya biswas they are finding to do poltics in delhi had done danga in Kolkatta,Orissa & Now they are looking for kerala.
But they don't know everywhere they are trying to do terrrorist activities they are getting tight Slap from that State CM.
Respect for Kejriwal,Mamta Banerjee,KCR,lalu prasad yadav,Kerala CM,tamils & BJD party of orissa",Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,
Fuck off you nazi loving cunt,Toxkaggle,,,,,,0.0,0.0,0.0,1.0,1.0,,,,,,,,
@edouglas528 That would be your Yankees Earl....we all know they should win all 162,DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,
"Both of you are useless cunts and vandals who  who couldn't tell notability if it bit you on the arse. My pointing that out is not vandalism. It is spreading sanity.  Go on then, ban me, bitch.",Toxkaggle,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,
"Markets will crash in November, wait to buy at lower levels",Trac1,,,,,,1.0,0.0,1.0,1.0,0.0,,,,,,,1.0,
"Markets will crash in November, wait to buy at lower levels",Trac1,,,,,,1.0,0.0,1.0,1.0,0.0,,,,,,,1.0,
"Markets will crash in November, wait to buy at lower levels",Trac1,,,,,,1.0,0.0,1.0,1.0,0.0,,,,,,,1.0,
Gonna shower for the sole purpose of shampooing my beard.,DavidsonHS,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,
There are lot of chutiyas who points out 2000 bikes and things. Look at big picture guys.  Lot of black money is coming back to bank . Soon interest rate will be less and less and there are lot of things will happen in the favour of our nation.,Trac1,,,,,,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,,
No girls no hoes just me myself and I,DavidsonHS,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,
just found out @IUBloomington has an #Australian president! #hoosiers are my team #hoosierstate #indiana #iu #iubb #big10 20-2 tonight!,DavidsonHS,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
RT @ahmiryoung Lakers on....I thought trash day was Monday,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"Hey 
Fuck you, you Russia-loving cunt.",Toxkaggle,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Definitely overdoing nd over rated actress. That dress is a bad choice.once she even looked like Michael jackson.,Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,
@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
We delivering bitch!!!!,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
RT @ClassierTrash: shut up bitch,DavidsonOFF,,,,,,0.0,0.0,1.0,1.0,1.0,,,,,,,,
"You are a racist 

Shut up you racist! You can't keep us Aussies out! You can build a wall but we'll tear it down, mate! 58.178.146.217",Toxkaggle,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,
"Dis nicca @DB_Scooch went in on dat ""I Keep tryin""",DavidsonOFF,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,
@ashhruggiero happy birthday queer,DavidsonHS,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Does anybody know what the outcome of the Chicago pornography charges were?  Have they gone to trial yet?,Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SS has only got 9 seats extra then  2012 where as BJP won 81 seats compare to 27 in 2012. So the real victory is of Phadanavis not of Uddhav.,Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0
veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks veggietales sucks,Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"""

AnkaKalari

A proposed deletion template has been added to the article AnkaKalari, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice should explain why (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy).  You may prevent the proposed deletion by removing the  notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page. Also, please consider improving the article to address the issues raised. Even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached. If you agree with the deletion of the article, and you are the only person who has made substantial edits to the page, please add  to the top of AnkaKalari.  talk """,Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
Bsf have no money to feed their soldiers but can spend so much on tribute to say good bye to a dead body.,Trac1,,,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,1.0
Them brownies tho &#128524;&#128076;,DavidsonHS,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,
Try to take Othot drugs bitch I'm 30'd up,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,
Siddharth Singh Tomar....U Nailed it Bro 👍,Trac1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,
Fuck off bitch,DavidsonOFF,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",DavidsonOFF,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,
"Why naturally, it was expected of the troll. What I didn't expect was the surprisingly punitive response from the apparently malleable and novice admin that blocked me. If I cared enough, I would probably report both, but I couldn't be bothered, I don't suffer from vaginitis. Someone does however need ventilate the pervasive odor of troll that lingers over the project and threatens to halt any further progress.",Toxkaggle,,,,,,0.0,1.0,0.0,1.0,1.0,,,,,,,,
I have a question for you sir. Can you please name the temple please also which Kashmiri Pandits are chanting bhajans?,Trac1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0
"Have you ever popped champagne on a plane, while gettin some brain 
Whipped it out, she said ""I never seen Snakes on a Plane""",DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
What is your take on reliance group..the price of these stock are far lower in 28k mkt ..then they were in 21k mkt 9yrs ago..your view please,Trac1,,,,,,0.0,0.0,0.0,1.0,0.0,,,,,,,1.0,
evm ka magic,Trac1,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0
RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!,DavidsonHS,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
bban be and u die. understand?efore,Toxkaggle,,,,,,0.0,1.0,0.0,1.0,1.0,,,,,,,,
You must be a terrosist yourself to revert thta. But what could i expect from someone of your ethnicity,Toxkaggle,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
"""

 Just dropping by... 
...to let you know that you're a cocksucking faggot!!!-The'FortyFive' """,Toxkaggle,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,
What was their business? Oil black marketing. Bloody thieves just defaming Islam.,Trac1,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,
"Lots of Mormons in the edit crowd, I think, that simply don't want their beloved racist homophobe seen in anything but a positive light.",Toxkaggle,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,,,
"It's Chinese year of the cock, so they're all out in full force on social media",Trac1,,,,,,,,,,,0.0,1.0,1.0,1.0,0.0,1.0,,
"Welcome Faggot!

Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are a few good links for newcomers:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Again, welcome!",Toxkaggle,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
Niggah niggah niggah don't believe me just wacthh...,DavidsonHS,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,
@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,DavidsonHS,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
&#8220;@cmencarini: I dont trust girls&#8221; cant trust these hoes,DavidsonOFF,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,
Today is GAMEDAY! #iubb i need #iu to win so my jersey can arrive! #HoosierNation #hoosiers,DavidsonHS,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,,,
"""

Yeah I'm actually a seven-year-old black Australian midget.►''''''Holla! """,Toxkaggle,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,,,
